question,answer,reference
Who won the most recent world series game?,"I'm sorry, but without specific information on the date or teams involved in the most recent World Series game, I am unable to provide an accurate answer. Please provide more context for me to give a proper response.","Disambiguation 1. Question: Who won the most recent world series game on November 1,2017? Answer:Houston Astros
Disambiguation 2. Question: Who won the most recent world series game on October 31,2017? Answer:Los Angeles Dodgers
Disambiguation 3. Question: Who won the most recent world series game on October 29,2017? Answer:Houston Astros
"
The most holy name of mary feast day?,The most holy name of Mary feast day is celebrated on September 12th in the Catholic Church.,"Disambiguation 1. Question: When is the most holy name of mary feast day generally observed? Answer:12 September
Disambiguation 2. Question: When was the most holy name of mary feast day first observed? Answer:12 September 1684
"
What was the longest war in the us?,"The longest war in the US was the Vietnam War, which lasted from 1955 to 1975.","Disambiguation 1. Question: What was the longest war that the US participated in? Answer:Afghanistan War
Disambiguation 2. Question: What was the longest was that took place in the US? Answer:Ohio War
"
Who was president of the united states in 1963?,"The President of the United States in 1963 was John F. Kennedy until his assassination on November 22, 1963. After his death, Lyndon B. Johnson became the President.","Disambiguation 1. Question: Who was president of the United States until November 22, 1963? Answer:John F. Kennedy
Disambiguation 2. Question: Who was president of the United States after November 22, 1963? Answer:Lyndon B. Johnson
"
When did motown the musical open on broadway?,"Motown the Musical opened on Broadway on April 14, 2013.","Disambiguation 1. Question: When did motown the musical start previews on broadway? Answer:March 11
Disambiguation 2. Question: When did motown the musical premier on broadway? Answer:April 14, 2013
"
Whats the record for most wins in a row mlb?,"The record for the most consecutive wins in Major League Baseball (MLB) is held by the 1916 New York Giants, who won 26 games in a row.","Disambiguation 1. Question: How many wins is the record for most wins in a row in regular season MLB? Answer:26
Disambiguation 2. Question: How many wins is the record for most wins in a row in the postseason in MLB? Answer:12
Disambiguation 3. Question: How many wins is the record for most wins in a row in the world season in MLB? Answer:14
"
When does season 3 star vs the forces of evil come out?,"Season 3 of ""Star vs. the Forces of Evil"" premiered on July 15, 2017.","Disambiguation 1. Question: When does season 3 star vs the forces of evil start airing? Answer:July 15, 2017
Disambiguation 2. Question: Over what time span does season 3 star vs the forces of evil come out? Answer:July 15, 2017 - April 7, 2018
"
When was anorexia classified as a mental illness?,Anorexia nervosa was officially classified as a mental illness in the Diagnostic and Statistical Manual of Mental Disorders (DSM) in 1980.,"Disambiguation 1. Question: When was anorexia classified by the medical profession as a recognized condition? Answer:late 19th century
Disambiguation 2. Question: When were the earliest descriptions of anorexic illnesses noted? Answer:1689
"
Who won song of the year at oscars?,"The question is ambiguous because the Oscars do not have a category for ""Song of the Year."" The Oscars have a category for Best Original Song, which is awarded for the best original song written specifically for a film. Therefore, the question cannot be answered as it is not applicable to the Oscars.","Disambiguation 1. Question: Who is the film that won song of the year at oscars in 2017? Answer:Coco
Disambiguation 2. Question: Who is the song that won song of the year at oscars in 2017? Answer:""Remember Me""
Disambiguation 3. Question: Who is the film that won song of the year at oscars in 2016? Answer:La La Land
Disambiguation 4. Question: Who is the song that won song of the year at oscars in 2016? Answer:""City of Stars""
Disambiguation 5. Question: Who is the film that won song of the year at oscars in 2015? Answer:Spectre
Disambiguation 6. Question: Who is the song that won song of the year at oscars in 2015? Answer:""Writing's on the Wall""
Disambiguation 7. Question: Who are the music and lyric artist that won song of the year at oscars in 2017? Answer:Kristen Anderson-Lopez & Robert Lopez
Disambiguation 8. Question: Who are the music and lyric artist that won song of the year at oscars in 2016? Answer:Justin Hurwitz,Pasek & Paul
Disambiguation 9. Question: Who are the music and lyric artist that won song of the year at oscars in 2015? Answer:Jimmy Napes & Sam Smith
"
When did fast and furious 6 come out?,"Fast and Furious 6 was released on May 24, 2013.","Disambiguation 1. Question: When did fast and furious 6 release in the UK? Answer:May 17, 2013
Disambiguation 2. Question: When did fast and furious 6 come out internationally? Answer:May 24, 2013
Disambiguation 3. Question: When did fast and furious 6 premiere in the UK? Answer:May 7, 2013
"
In the united states the most common form of child mistreatment involves?,"The most common form of child mistreatment in the United States involves neglect, physical abuse, emotional abuse, and sexual abuse. Each of these forms of mistreatment can have serious consequences for the well-being and development of children.","Disambiguation 1. Question: In the united states the most common form of child mistreatment involves what type of child abuse? Answer:Child neglect
Disambiguation 2. Question: In the united states the most common form of child mistreatment involves what specific types? Answer:Physical neglect, Medical neglect, Emotional neglect, Educational/developmental neglect
"
When does the new atari console come out?,I am unable to provide a specific answer to your question as it lacks context. The release date of a new Atari console can vary depending on the specific model or version being referred to. I recommend checking official Atari announcements or news sources for the most up-to-date information on the release date of the new Atari console.,"Disambiguation 1. Question: When do pre-orders begin for the new atari console? Answer:May 30, 2018
Disambiguation 2. Question: When does the new atari console start shipping? Answer:March 2020
"
First champion of the women's division of the ufc?,The first champion of the women's division of the UFC was Ronda Rousey.,"Disambiguation 1. Question: First featherweight champion of the women's division of the ufc? Answer:Germaine de Randamie
Disambiguation 2. Question: First Bantamweight champion of the women's division of the ufc? Answer:Ronda Rousey
Disambiguation 3. Question: First Flyweight champion of the women's division of the ufc? Answer:Nicco Montaño
Disambiguation 4. Question: First Strawweight champion of the women's division of the ufc? Answer:Carla Esparza
"
Where is the energy used in photosynthesis obtained?,"The energy used in photosynthesis is obtained from sunlight. During the process of photosynthesis, plants and other photosynthetic organisms capture the energy from sunlight and convert it into chemical energy stored in the form of glucose. This energy is then used by the plant for growth, reproduction, and other metabolic processes.","Disambiguation 1. Question: In what kind of proteins is the energy used in photosynthesis obtained? Answer:photosynthetic reaction center
Disambiguation 2. Question: In what kind of organelles is the energy used in photosynthesis obtained in plants? Answer:chloroplasts
Disambiguation 3. Question: In what kind of membrane is the energy used in photosynthesis obtained in bacteria? Answer:plasmalemma
"
